Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
Ghostbusters (2016),PS4,2016,Action,Activision,,,,
Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,,,,
Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,36,12,tbd,
Carve,XB,2004,Racing,Global Star,64,34,tbd,
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,55,11,tbd,
GunPey,PSP,2006,Puzzle,Atari,62,24,tbd,
Front Mission Evolved,PC,2010,Shooter,Square Enix,63,13,5.1,48
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,,,,
McDROID,PSP,2011,Strategy,Namco Bandai Games,,,,
Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,,,,
WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,50,9,tbd,
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,66,22,8,4
Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,,,tbd,
Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,,,,
FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,76,4,tbd,
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,65,12,tbd,
The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,76,9,6.7,15
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,,,,
4 Elements,PC,2009,Puzzle,Mastertronic,,,7.4,19
Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,,,,
New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,,,,
Virtual Villagers: A New Home,DS,2010,Simulation,PQube,,,tbd,
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,,,,
Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,,,,
Murdered: Soul Suspect,PC,2014,Action,Square Enix,59,22,7.4,379
Activision Hits: Remixed,PSP,2006,Misc,Activision,75,10,tbd,
Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,,,,
Rez,PS2,2001,Shooter,Sony Computer Entertainment,78,34,8.3,28
MLB SlugFest 2006,XB,2006,Sports,Midway Games,59,15,tbd,
Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,,,tbd,
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,57,14,7.8,12
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,76,12,8.3,8
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,74,21,8.1,9
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,57,4,5.5,30
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,,,,
Taito Legends Power Up,PSP,2007,Action,Destineer,41,9,tbd,
Shaman King: Soul Fight,GC,2003,Platform,Namco Bandai Games,,,,
Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,,,,
Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,,,tbd,
Project Setsuna,PSV,2016,Role-Playing,Square Enix,,,,
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,51,6,8,7
MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,,,tbd,
Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,,,,
Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,,,,
Zapper: One Wicked Cricket!,XB,2002,Platform,Infogrames,,,,
Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,,,,
PopStar Guitar,Wii,2008,Misc,Midway Games,,,tbd,
Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,,,,
Pucca Power Up,DS,2011,Platform,Rising Star Games,,,tbd,
Sitting Ducks,PS2,2003,Platform,LSP Games,,,,
Puyo Puyo 7,Wii,2009,Puzzle,Sega,,,,
My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,,,,
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,60,13,7.1,114
Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,,,,
NFL Blitz Pro,XB,2003,Sports,Midway Games,71,14,6.6,8
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,,,,
Mountain Bike Adrenaline,PS2,N/A,Sports,Unknown,,,tbd,
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,,,,
Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,,,,
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,58,24,7.5,20
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,68,34,7.3,9
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,80,23,8.8,9
Mighty No. 9,PS4,2016,Platform,Deep Silver,52,64,3.5,282
Touch 'N' Play Collection,DS,2010,Misc,O-Games,,,tbd,
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,,,,
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,66,26,7.2,6
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,43,9,7.8,110
Drill Dozer,GBA,N/A,Platform,Unknown,81,34,8.3,10
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,,,,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,,,,
Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,,,,
Mister Slime,DS,2008,Action,SouthPeak Games,59,12,tbd,
Winning Post 8 ,PS3,2014,Racing,Tecmo Koei,,,,
Learn Science,DS,2010,Misc,DreamCatcher Interactive,,,tbd,
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,78,38,7.3,204
Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,,,,
Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,,,,
Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,,,,
Domino Rally,Wii,2007,Action,Nordcurrent,57,4,tbd,
King Arthur,XB,2004,Action,Konami Digital Entertainment,61,15,tbd,
Bass Rise,PS,1999,Sports,Namco Bandai Games,,,,
Dynamite Headdy,GEN,1993,Platform,Sega,,,,
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,,,,
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,,,,
Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,,,tbd,
Countdown: The Game,Wii,2009,Puzzle,Mindscape,,,,
Rockin' Pretty,DS,2009,Misc,Arc System Works,,,tbd,
Men of War: Assault Squad,PC,2011,Strategy,1C Company,77,21,8.2,93
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,,,,
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,,,,
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,67,24,6.8,12
Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,,,,
Myst IV: Revelation,XB,2005,Adventure,Ubisoft,75,17,tbd,
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,,,tbd,
Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,,,,
Jake Power: Policeman,DS,2008,Adventure,Ubisoft,,,tbd,
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,,,,
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,67,10,4.9,18
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,58,9,6.5,16
Animal Planet: Vet Collection,DS,2010,Simulation,Activision,,,tbd,
Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,,,,
Virtua Striker 2002,GC,2002,Sports,Sega,58,20,6,5
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,,,,
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,72,27,8.2,10
Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,,,,
Centipede: Infestation,Wii,2011,Shooter,Atari,,,tbd,
F1 2015,PC,2015,Racing,Codemasters,61,13,3.6,63
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,,,,
Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,,,,
Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,46,10,tbd,
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,58,7,6,5
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,,,,
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,,,,
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,61,21,6.6,127
Powerdrome,PS2,2004,Racing,Evolved Games,54,4,tbd,
Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,,,tbd,
SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,,,,
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,,,,
Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,,,,
Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,46,16,tbd,
Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,,,tbd,
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,79,43,8.3,12
Legend of Kay,PS2,2005,Action,JoWood Productions,72,30,7.3,18
Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,,,,
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,49,11,6.3,12
Piglet's Big Game,GC,2003,Platform,Gotham Games,70,4,8,5
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,66,12,3.8,47
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,,,1.1,8
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,66,33,5.5,23
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,,,,
IndyCar Series,XB,2003,Racing,Codemasters,71,8,7.8,5
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,,,tbd,
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,74,12,tbd,
Rally Fusion: Race of Champions,XB,2002,Racing,Activision,69,16,tbd,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,,,3.4,14
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,,,,
Piglet's Big Game,GBA,2003,Platform,THQ,,,,
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,76,39,8,57
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,,,,
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,70,14,4.4,5
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,,,,
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,,,tbd,
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,,,,
My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,,,,
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,76,10,5.1,475
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,,,,
Cities in Motion,PC,2011,Simulation,Paradox Interactive,70,20,7.7,105
Shifters,PS2,2002,Adventure,3DO,37,12,5.9,8
Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,,,tbd,
RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,,,,
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,,,,
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,48,6,7.1,8
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,50,6,6.5,4
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,,,,
Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,,,tbd,
The BIGS 2,DS,2009,Sports,Take-Two Interactive,,,tbd,
Sacred 3,X360,2014,Role-Playing,Deep Silver,51,11,4.1,42
Captain America: Super Soldier,DS,N/A,Action,Sega,,,,
Venetica,PC,2009,Role-Playing,DTP Entertainment,61,17,6.8,51
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,76,29,4.9,539
Princess on Ice,DS,2008,Sports,505 Games,,,tbd,
Lagoon,SNES,1991,Role-Playing,Kemco,,,,
Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,,,tbd,
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,,,tbd,
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,77,13,7.1,56
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,77,10,8.6,16
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,,,,
Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,,,,
MorphX,X360,2010,Shooter,505 Games,33,4,6.6,15
Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,,,,
Sigma Star Saga,GBA,2005,Role-Playing,Atari,68,34,8.2,6
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,,,,
Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,,,tbd,
Air Traffic Chaos,DS,2007,Simulation,Ertain,66,8,tbd,
Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,,,,
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,,,,
Sengoku Basara X,PS2,2008,Fighting,Capcom,,,,
Legend of Kay,WiiU,2015,Action,Nordic Games,,,,
Imagine: Party Planner,DS,2009,Simulation,Ubisoft,,,tbd,
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,,,,
Ontamarama,DS,2007,Action,Atlus,71,9,tbd,
DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,,,,
Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,,,,
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,82,4,7.9,9
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,,,,
Downforce,PS2,2002,Racing,Avalon Interactive,69,18,tbd,
Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,,,,
Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,,,tbd,
Disney's Party,GC,2002,Misc,Electronic Arts,39,6,7.8,5
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,66,45,6.5,621
Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,53,10,tbd,
Nanostray 2,DS,2008,Shooter,Codemasters,75,23,7.8,8
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,,,,
Dokapon Journey,DS,2008,Role-Playing,Sting,60,16,7,8
Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,,,,
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,,,,
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,78,26,7.4,25
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,66,7,4.1,9
Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,,,,
Phantom Crash,XB,2002,Simulation,Phantagram,74,23,8.3,14
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,58,13,6.3,7
Expendable,PS,1999,Action,Infogrames,,,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,,,,
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,,,,
Arthur! Ready to Race,PS,2000,Racing,The Learning Company,,,,
Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,,,,
The Typing of the Dead,DC,2000,Shooter,Sega,83,12,7.8,12
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,,,,
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,,,,
The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,,,,
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,,,,
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,58,7,tbd,
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,,,,
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,,,,
Jenga World Tour,Wii,2007,Misc,Atari,26,14,2.8,11
Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,73,21,tbd,
Tenchu: Dark Secret,DS,2006,Action,From Software,37,10,5.1,7
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,,,,
Shrek Super Party,GC,2003,Misc,TDK Mediactive,40,6,7.3,7
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,49,11,tbd,
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,,,,
Imagine: Artist,DS,2009,Misc,Ubisoft,,,tbd,
Top Spin 2,DS,2006,Sports,Take-Two Interactive,51,8,tbd,
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,,,,
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,,,,
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,,,,
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,,,,
Second Sight,GC,2004,Adventure,Codemasters,77,34,8.5,13
Philosoma,PS,1995,Shooter,Sony Computer Entertainment,,,,
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,,,,
Puyo Pop,GBA,2001,Puzzle,Sega,84,14,tbd,
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,,,,
Kamiwaza,PS2,2006,Action,Acquire,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,,,6.2,18
Arcana Heart 3,X360,2011,Fighting,PQube,68,13,,
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,60,15,6.3,4
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,78,12,7.3,11
Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,,,,
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,,,tbd,
GRID,DS,N/A,Racing,Codemasters,79,19,8.1,15
Steins;Gate 0,PS4,2015,Adventure,PQube,81,17,8.3,29
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,69,20,6.3,4
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,,,,
Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,,,,
Hail to the Chimp,PS3,2008,Misc,Gamecock,51,19,4.5,4
Alias,XB,2004,Action,Acclaim Entertainment,64,37,6,4
Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,,,,
ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,62,6,tbd,
Dual Heroes,N64,1997,Fighting,Hudson Soft,,,,
Fighter Destiny 2,N64,1999,Fighting,Imagineer,,,,
Hercules: The Legendary Journeys,N64,2000,Role-Playing,Titus,,,,
Chameleon Twist 2,N64,1998,Platform,Infogrames,,,,
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,81,42,8.8,17
Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,,,,
Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,,,,
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,,,tbd,
All Star Tennis 99,N64,1999,Sports,Ubisoft,,,,
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,,,,
Winning Post World,PS3,2009,Sports,Tecmo Koei,,,,
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,,,,
Arx Fatalis,XB,2003,Role-Playing,Mindscape,71,31,8.2,6
Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,,,,
Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,,,,
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,,,,
Dead in the Water,PS,1999,Action,ASC Games,,,,
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,,,,
Ride,PS3,2015,Racing,Milestone S.r.l.,,,4.8,4
Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,,,,
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,,,9,21
Zumba Fitness Core,X360,2012,Misc,505 Games,77,6,6.7,6
Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,,,,
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,60,25,5.8,9
Dark Summit,GC,2002,Sports,THQ,68,16,4.5,4
Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,,,,
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,,,,
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,70,8,tbd,
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,,,,
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,,,,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,,,,
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,,,,
Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,,,,
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,,,,
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,78,34,8.7,279
Kart Racer,Wii,2009,Racing,Nordic Games,,,tbd,
Chronicles of the Sword,PS,1996,Adventure,Psygnosis,,,,
The Lost Vikings,GBA,2003,Puzzle,Activision,75,16,9.1,15
Keiba Eight Special,SNES,1993,Sports,Misawa,,,,
Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,,,,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,58,6,tbd,
Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,,,,
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,,,tbd,
Guild 01,3DS,2012,Action,Level 5,,,,
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,46,7,7.6,5
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,,,,
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,73,6,tbd,
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,,,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,,,,
Hokuto no Ken,PS2,2007,Fighting,Sega,,,,
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,87,41,8.9,891
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,,,,
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,71,6,7.6,5
George of the Jungle and the Search for the Secret,DS,2008,Platform,Ignition Entertainment,44,4,,
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,65,14,7.8,4
Hotel for Dogs,Wii,2009,Simulation,505 Games,,,tbd,
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,,,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,,,,
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,,,7.8,17
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,74,19,7.8,6
Baku Baku,SAT,1995,Puzzle,Sega,,,,
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,,,,
SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,,,,
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,64,56,5.1,219
Rogue Ops,GC,2003,Action,Kemco,65,21,tbd,
Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,,,tbd,
Dream Salon,Wii,2009,Misc,Zoo Games,,,tbd,
BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,,,,
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,,,8.1,17
DiRT 2,PC,2009,Racing,Codemasters,89,22,8.2,352
Payday 2,PC,2013,Shooter,505 Games,79,51,3.4,3558
Hummer Badlands,PS2,2006,Racing,Global Star,48,4,tbd,
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,64,5,7.4,5
Ghostbusters (2016),XOne,2016,Action,Activision,,,,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,,,,
Furu Furu Park,Wii,2007,Misc,Taito,43,16,4.8,5
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,78,22,7.4,41
Alter Echo,XB,2003,Shooter,THQ,62,24,tbd,
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,,,,
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,,,,
G1 Grand Prix,3DS,2012,Action,Genki,,,,
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,,,,
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,,,,
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,40,9,tbd,
Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,,,,
Fishdom,DS,2011,Puzzle,Atari,,,tbd,
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,,,,
Whirl Tour,GC,2002,Sports,Vivendi Games,61,10,9,4
Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,,,tbd,
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,63,11,5.4,52
Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,,,tbd,
Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,52,4,tbd,
Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,48,10,tbd,
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,,,,
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,,,,
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,,,,
SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,,,,
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,49,10,tbd,
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,77,9,tbd,
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,64,45,5.7,98
